impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Human toxicity (USEtox) 2010	0.00346066542913	0.00340922607623	0.00120055981199	0.0147891648057	0.00154411351353	0.0033450561142	0.00347669272707	0.00330333615618	0.00196126990077	0.00474094266035	0.0017750572356	0.00382427120227	0.00103579893662	0.00304438542992	0.00252686749572	0.00155300935965	0.00506613800793	0.00281158324065	0.00245440901169	0.00305473626832	0.000954071493583	0.00139695749488	0.000980821114043	0.00348903585086	0.00208560061986	0.00148245752098	0.00354257232826	0.00346008986914	0.00356132613443	0.000947748901615	0.00351879128966	0.00229219639722	0.000824947990083	0.000153702575621	0.000452066094998	0.00180855583623	0.00391320943177	0.00432867471134	0.00228383200805	0.0014582517613	0.0102497239737	0.000766556334847	0.00205854417605	0.000709560257495	0.000527837045846	0.000977641032308	0.000210601087988	0.000918141390676
Fresh water Ecotoxicity (USEtox) 2010	2381.38291556	2304.51948606	842.687105887	11351.8902488	996.623851425	2326.04961785	2405.32670167	2302.90484781	1388.8357518	3427.04356814	1252.0712513	2624.62114658	675.733204205	2250.46975602	1815.67195612	1052.45864632	3642.86692686	1981.35022404	1894.29226536	2119.20413785	591.991263503	867.902402033	638.941259923	2485.90533274	1462.65911376	971.895793842	2592.89354863	2660.58511008	2725.08355772	669.645068381	2652.55101759	1681.29667891	631.767405825	102.420241044	360.101559944	1268.55526329	2586.10211314	3090.83724109	1606.36874485	1003.9398077	7260.81225511	571.411547817	1479.43794618	534.355908342	385.92761131	685.369442829	156.908528366	705.954171415
photochemical oxidation (high NOx)	4.86646990845	4.26638370398	4.8915459371	4.8243482782	3.88069148946	4.80273894283	7.31227839143	7.81037990694	3.63451563173	6.84659176415	3.60712807547	6.55091979801	2.82123045644	5.47627531445	3.22954529709	4.27051566633	6.76648718186	5.89038962967	3.36248749148	4.98431518192	5.05649524585	3.47768040325	2.56798144675	4.38035080605	4.58106821979	3.4092066178	4.28260280873	6.94495848163	3.46117824353	2.89282589676	6.61644867671	3.58934492801	2.02918194075	1.19676601039	2.14354055968	2.69457549599	7.6874252691	3.89860640673	2.61552058974	4.09872140171	7.21396074125	1.87493549304	4.466619095	1.12378682746	1.20158121417	1.63857505936	1.964012946	1.21150656875
photochemical oxidation (low NOx)	4.66467254437	3.45959703615	3.03576740905	2.34276092485	3.63246092494	4.47149466666	7.48247059472	6.43744735907	2.77547375927	6.52119204537	3.34793448326	4.43391248579	3.02553998805	4.43492042271	2.72196744969	4.58112257721	5.4114612111	7.01563761215	1.75907696637	4.68203613454	4.0596441908	3.13472229337	2.34271585934	3.84364860629	4.58083827321	2.54779569647	3.53027430776	6.46426110775	2.6771259504	2.46021244303	5.63039835588	2.8329199442	2.49669405428	1.2513707408	2.28164707052	1.95037962383	6.1810021857	3.28430670555	2.16539585919	2.8071809452	6.07357760482	2.18769355083	3.29143583444	1.29261184191	1.32269829793	1.18354020878	2.7452184961	1.09676075444
photochemical oxidation (MIR; very high NOx)	1.94739518772	1.46550253703	1.27760814285	0.993850197914	1.5212805913	1.85676056941	3.07475415601	2.68050236106	1.16998004525	2.74246580895	1.40022414566	1.91064889585	1.26441033492	1.83048310892	1.15516440704	1.91208159151	2.34093803799	2.86326558306	0.748439533542	1.96089057462	1.68125982025	1.29910142321	0.974655111627	1.60747205175	1.9356520961	1.09538977963	1.4734460474	2.65110905317	1.12376519059	0.995687276382	2.30715555024	1.20183598205	1.00919297694	0.505289449491	0.928361241102	0.817283202455	2.55522421771	1.37171508446	0.898295637763	1.17355493587	2.48658784386	0.882273583008	1.33345407245	0.519895596422	0.538562740335	0.49792366813	1.10009379062	0.447170913509
photochemical oxidation (MOIR; high NOx)	3.512669159	2.63921007283	2.30247701324	1.78953143622	2.74309269229	3.35117796899	5.55595734149	4.83642648413	2.10813246919	4.94280490564	2.5251874406	3.43449197757	2.2804532446	3.30597668912	2.0799068571	3.44905776782	4.2062098702	5.17779167384	1.34721149892	3.53576497467	3.03532464422	2.34520205751	1.75873556318	2.89895713354	3.4868450936	1.96950407953	2.65784256001	4.79150919844	2.0258004891	1.80226604278	4.17026189149	2.16402188322	1.82697157169	0.914849386959	1.67938341348	1.47359010592	4.61408903138	2.47415184011	1.62146557384	2.11650945505	4.49503279993	1.59762166864	2.4133688941	0.94171683942	0.974169254115	0.89738090169	1.99350199712	0.808733403291
photochemical oxidation (EBIR; low NOx)	4.48636675286	3.37196134134	2.94128108467	2.28645653518	3.50373298794	4.2795582537	7.09333441949	6.17667766466	2.69312249182	6.31403781011	3.22529951343	4.3898164255	2.91265841206	4.22121824358	2.65748906062	4.40509856357	5.3766788892	6.60942446537	1.72143126569	4.51621026198	3.87595455434	2.99475276912	2.24606311899	3.70269315942	4.45467114165	2.51719896935	3.39456558371	6.11706372502	2.58768308439	2.30010968097	5.32383966661	2.76493987424	2.33156806016	1.1674941117	2.14356403403	1.88223170715	5.89170114024	3.16000938234	2.07061339273	2.70328692299	5.73832672187	2.03875846015	3.08009593032	1.20166463763	1.24345062428	1.14634273575	2.54354889243	1.03231886005
acidification (incl. fate, average Europe total, A&B)	65.4591812565	73.024237368	81.0025975177	117.101381818	50.5044393171	64.9109007937	82.813820768	107.420403641	62.4160378403	89.2447859026	50.0682390267	118.155548041	30.185896955	96.1013481789	51.3996420139	43.07601549	113.918760746	46.0053778091	72.5816488155	66.760054071	71.8310563941	48.2274075584	33.1314093688	64.3571714886	56.7550949873	56.0438381628	71.807940809	103.288315397	60.651503474	37.3243479432	105.138114437	59.9552598102	15.049715606	10.904669995	23.655412458	48.776754763	128.469608267	61.5566660065	39.5935748938	71.0160600657	115.296935914	13.6003657135	68.703636099	9.36884081467	12.9820501685	29.2343678096	4.55729254253	19.7140088405
acidification (fate not incl.)	68.3830902361	75.8774050807	73.9921799976	118.637976746	51.3817015881	66.4560064034	84.8163869614	102.77301924	63.2200900721	92.0696862757	51.7916453244	116.894225605	31.9502668669	99.9299677572	53.0684743592	44.725331483	117.827410822	48.7968300517	71.331185508	68.7447218952	68.5229909126	48.8043337287	32.9161471784	65.6173164911	59.7359851065	55.6018159332	74.3548610986	108.448177988	62.1015002543	34.9459070697	107.705983149	61.0680037308	16.315949917	10.3261896311	24.710897262	49.2357986275	130.945680425	63.0066748067	39.4842867025	68.7804514147	117.930662772	13.4600273816	64.588845605	9.57697286271	13.8976872536	29.3571319028	4.81161986149	20.9698354041
eutrophication (fate not incl.)	12.3822515823	16.8118136127	6.38288760028	13.905346384	8.30032621757	13.9566145583	16.8985230118	10.4132403261	19.5621751571	14.2799565402	11.3497244983	16.0143824284	5.59630423081	27.8066315338	10.1284550327	9.06028836046	25.8409259261	8.5577867337	11.7022270381	17.3266027416	9.11168104299	12.2357076288	4.88039766182	11.6949047833	12.6934954381	8.3002191258	15.7820039274	17.4703913303	10.2452458977	8.69146746263	18.2580599678	11.0530882851	7.18906945556	1.92050858614	4.9579515733	9.74571283798	21.3066012737	11.8865204355	6.77788159812	7.52218753645	21.9478005309	1.74986830392	5.22775632216	1.61276022311	2.7031828306	3.83725385011	1.07906318982	3.05165291551
eutrophication (incl. fate, average Europe total, A&B)	59.4235417308	64.8858361999	28.0213199024	90.3575512747	39.9801360106	53.2737073764	68.6706112244	56.7767713823	48.0913385366	76.3683279956	43.3937698272	79.062638053	29.2766111389	85.6555867352	44.271137716	37.8756480617	98.0804605595	44.8961359236	46.7292714655	56.6656571867	37.1962981539	37.0553990361	22.7827936209	52.0694035555	53.6911881695	38.0951549124	62.5088203068	97.8917366579	49.9118365214	16.4215041322	87.4219988362	47.8263879924	16.2057486235	5.37837108178	21.6889900318	36.8595154471	103.150941103	50.8140656115	27.9477592284	41.6713930557	93.7876551706	9.26519295256	31.331601363	7.61941182465	13.2944574892	21.4003598005	4.43974748728	19.6865390615
radiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odour	419934.434292	632492.343509	269156.181737	599494.81323	309607.494464	458642.915598	872844.566451	319263.385892	316198.587699	709286.254557	379074.253381	504252.691458	250059.046927	808185.735523	464069.595222	243719.017995	560755.634815	301873.607598	398671.82182	572004.741583	253263.38338	286728.175723	154992.793016	656886.852561	505778.614467	205014.110647	520936.415454	1576456.19082	482614.433752	74722.5198744	1174572.01145	399167.63078	110618.522146	66000.4343253	262388.119709	244207.089421	997436.401493	615248.657535	232891.462027	509329.698652	628292.031169	130653.572203	132143.021647	62786.1228108	127306.021655	123138.357533	73403.3730899	227728.078885
EPS	2825.68461544	2969.07940382	1479.36042057	2431.52051804	2261.24536127	2652.46525331	3334.86300082	3061.77025159	2279.05772887	3498.29882769	2073.67090634	3360.7452959	1445.50406386	3432.93965946	2314.88677954	1699.90273346	5366.17368582	2024.73620872	1945.32188233	2809.70935042	1876.01861732	1839.09889605	1273.28603757	2407.59080265	2662.45121356	2005.30830577	2708.30202792	3788.29509825	2251.63764552	1089.5051472	3556.93285213	2607.39729432	562.210169218	408.46238719	957.149192459	1777.55373552	4194.86283107	2591.62697737	1272.81236417	2239.31594891	3525.4147929	560.103389897	1543.78167546	358.969004075	556.782150334	938.309339576	437.571808338	722.031466912
Carcinogenic effects on humans (H.A)	0.00190048959022	0.00190780870679	0.000681806577911	0.00949057292819	0.000775240517403	0.00188297423633	0.0019192370427	0.00188742959989	0.00112597777057	0.00274718437441	0.000998174941966	0.00221015746712	0.000516737354505	0.00181104391704	0.00146445069464	0.000836468296543	0.00302798084583	0.00160558739897	0.00171235754299	0.00168927131564	0.00045145821156	0.000696874383664	0.000521060743312	0.00194740726564	0.00118111675881	0.000766532775088	0.00209069451599	0.00204560539743	0.0022691128046	0.000528203488226	0.00211682300767	0.00136977545128	0.000495416640954	8.177696195e-05	0.000296079699555	0.00105160695217	0.00202801065285	0.0025854409309	0.00130843632626	0.000806828105616	0.00590360997494	0.000463180579849	0.00117885440105	0.000434652977845	0.000330290481159	0.000571644167323	0.000123620699154	0.000600678302266
Respiratory effects on humans caused by organic substances (H.A)	5.66828724839e-05	5.4565675743e-05	3.369523106e-05	4.51005446323e-05	4.65467011191e-05	5.01515439557e-05	7.55069407648e-05	6.13473765814e-05	4.86498554385e-05	6.85055695429e-05	4.87725118575e-05	7.48555060161e-05	3.40632539686e-05	5.80327048159e-05	4.90860393939e-05	4.68967226684e-05	0.000105932165448	6.06636477345e-05	3.96559657087e-05	5.71123275729e-05	3.68230412399e-05	4.44382128154e-05	2.23480721594e-05	4.8386752814e-05	6.48583068274e-05	3.39403619583e-05	4.97013033837e-05	6.69306049975e-05	4.128132812e-05	2.01811388084e-05	6.10307457473e-05	4.25042850903e-05	2.27055008681e-05	1.44284059682e-05	2.61918495833e-05	2.55623645461e-05	6.62535291874e-05	4.60872834538e-05	2.37516806242e-05	4.08880282561e-05	8.18507119397e-05	2.03797707253e-05	2.86088065105e-05	1.38731276322e-05	1.80371490613e-05	1.83137871729e-05	2.27722033506e-05	1.54292683954e-05
Respiratory effects on humans caused by inorganic substances (H.A)	0.0170516040931	0.0137984167571	0.0107854435326	0.0181712023319	0.0129218727217	0.0129014015472	0.0196692420717	0.023369240617	0.0111382270563	0.0226183249844	0.0117346064128	0.0182471347549	0.00741356694933	0.0180081553481	0.00959834911305	0.0114686320741	0.0212527248657	0.0196679076356	0.00974119740084	0.0119056543198	0.0133002242277	0.0115865422122	0.00880745247421	0.0134673274312	0.0153738321075	0.00855714260613	0.0123167136938	0.0183937449511	0.0101161963452	0.0109373364504	0.0188730609975	0.0102929373226	0.00517015859455	0.00564681880114	0.00580438130504	0.00782065866435	0.0222458867514	0.0122524785111	0.00926064145749	0.0100856205192	0.0232164625087	0.0089028476126	0.0156408194805	0.0053614258027	0.00486101647837	0.00591880434415	0.0103470118771	0.00338371768099
Damages to human health caused by climate change (H.A)	0.00363194754069	0.00390122886201	0.00167722308329	0.00304526007869	0.00295020469066	0.00353078420667	0.00412184753783	0.00366187600669	0.00281372284828	0.00450351942683	0.00259958032849	0.00413964802484	0.00186781961673	0.00460164267105	0.00294378933484	0.00204984084722	0.00632338803004	0.00204801603991	0.00255180056285	0.00378843032271	0.00224599537704	0.00219780370652	0.00148290057858	0.00290725003976	0.00330882970178	0.00264164747227	0.00366430168953	0.00525888566548	0.00296866087485	0.00110705123774	0.00452901064493	0.00322924188699	0.000613745870958	0.000297929488606	0.00114225246082	0.00239491997142	0.00567827776236	0.00331839965939	0.00147583712147	0.00264865697371	0.00389626123211	0.000410606700229	0.00153687068938	0.000301629745907	0.0006121946727	0.00122343308308	0.000155156235252	0.00101278195981
Human health effects caused by ionising radiation (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human health effects caused by ozone layer depletion (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (H.A)	271.157674818	284.906734735	98.1995867315	989.123443181	126.486276669	253.705565447	293.239683829	260.214741718	178.664029581	377.438182872	164.116202272	308.784795985	88.8670378127	297.922155315	213.048550557	141.908847939	459.747365128	255.085809499	281.278789353	235.85972464	91.0004278684	128.704390308	84.9017013445	271.163344117	191.09832874	124.5152524	267.743257179	280.692094866	294.182946287	75.6270898261	292.910597376	211.316401391	68.842500641	18.0751114639	65.0208749923	164.287175963	283.810842113	341.179340456	168.384373729	143.583582591	656.804786205	57.1080662667	134.829267184	49.8756302874	56.5867090203	77.7216659655	23.2594177937	91.1518196967
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (H.A)	316.223762866	345.810602648	192.27150896	496.263405583	218.234123731	288.509405296	369.815567986	341.457696856	264.220446176	410.034072679	232.544628439	447.938337137	153.800949007	456.371954423	237.157011381	202.843536916	527.661897954	235.995137361	266.65633334	304.499201289	224.754624347	203.500124677	128.237611003	281.792114009	283.047696059	215.242095868	334.826333269	512.80005986	269.910734899	104.2693921	470.247504876	260.527220088	83.8269803682	32.8087398169	114.696581085	203.316268644	560.523883628	274.037143002	156.197285624	242.522681643	509.651998263	51.9406900085	196.81412956	41.3508073906	69.1463986423	118.925923369	23.1379774723	102.632006834
Damage to Ecosystem Quality caused by land occupation (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by land conversion (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Resources caused by extraction of minerals (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Resources caused by extraction of fossil fuels (H.A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carcinogenic effects on humans (E.E)	0.00190048959022	0.00190780870679	0.000681806577911	0.00949057292819	0.000775240517403	0.00188297423633	0.0019192370427	0.00188742959989	0.00112597777057	0.00274718437441	0.000998174941966	0.00221015746712	0.000516737354505	0.00181104391704	0.00146445069464	0.000836468296543	0.00302798084583	0.00160558739897	0.00171235754299	0.00168927131564	0.00045145821156	0.000696874383664	0.000521060743312	0.00194740726564	0.00118111675881	0.000766532775088	0.00209069451599	0.00204560539743	0.0022691128046	0.000528203488226	0.00211682300767	0.00136977545128	0.000495416640954	8.177696195e-05	0.000296079699555	0.00105160695217	0.00202801065285	0.0025854409309	0.00130843632626	0.000806828105616	0.00590360997494	0.000463180579849	0.00117885440105	0.000434652977845	0.000330290481159	0.000571644167323	0.000123620699154	0.000600678302266
Respiratory effects on humans caused by organic substances (E.E)	5.66828724839e-05	5.4565675743e-05	3.369523106e-05	4.51005446323e-05	4.65467011191e-05	5.01515439557e-05	7.55069407648e-05	6.13473765814e-05	4.86498554385e-05	6.85055695429e-05	4.87725118575e-05	7.48555060161e-05	3.40632539686e-05	5.80327048159e-05	4.90860393939e-05	4.68967226684e-05	0.000105932165448	6.06636477345e-05	3.96559657087e-05	5.71123275729e-05	3.68230412399e-05	4.44382128154e-05	2.23480721594e-05	4.8386752814e-05	6.48583068274e-05	3.39403619583e-05	4.97013033837e-05	6.69306049975e-05	4.128132812e-05	2.01811388084e-05	6.10307457473e-05	4.25042850903e-05	2.27055008681e-05	1.44284059682e-05	2.61918495833e-05	2.55623645461e-05	6.62535291874e-05	4.60872834538e-05	2.37516806242e-05	4.08880282561e-05	8.18507119397e-05	2.03797707253e-05	2.86088065105e-05	1.38731276322e-05	1.80371490613e-05	1.83137871729e-05	2.27722033506e-05	1.54292683954e-05
Respiratory effects on humans caused by inorganic substances (E.E)	0.0171473658957	0.0138736572395	0.010843128662	0.018237226854	0.0129938582247	0.0129929521984	0.0198189067608	0.0234941037111	0.0111981521466	0.02274765545	0.0118032029437	0.0183391822409	0.0074724818026	0.0181105722535	0.00965510883737	0.0115561388118	0.0213647090328	0.0198045735452	0.00978357272748	0.0119998979276	0.0133803306727	0.0116509502432	0.00885363272755	0.0135465214037	0.0154637050403	0.00860797724409	0.012394780347	0.0185352779106	0.0101754254142	0.0109864267118	0.0189975508156	0.0103527586282	0.00521990806071	0.00567088036448	0.00585125803632	0.00786427997002	0.022382969241	0.0123223731499	0.00930577020601	0.0101446792042	0.023351725986	0.00894496169885	0.0157094254821	0.00538719418109	0.00488842683142	0.00594477788579	0.0103983415597	0.00340909417713
Damages to human health caused by climate change (E.E)	0.00363194754069	0.00390122886201	0.00167722308329	0.00304526007869	0.00295020469066	0.00353078420667	0.00412184753783	0.00366187600669	0.00281372284828	0.00450351942683	0.00259958032849	0.00413964802484	0.00186781961673	0.00460164267105	0.00294378933484	0.00204984084722	0.00632338803004	0.00204801603991	0.00255180056285	0.00378843032271	0.00224599537704	0.00219780370652	0.00148290057858	0.00290725003976	0.00330882970178	0.00264164747227	0.00366430168953	0.00525888566548	0.00296866087485	0.00110705123774	0.00452901064493	0.00322924188699	0.000613745870958	0.000297929488606	0.00114225246082	0.00239491997142	0.00567827776236	0.00331839965939	0.00147583712147	0.00264865697371	0.00389626123211	0.000410606700229	0.00153687068938	0.000301629745907	0.0006121946727	0.00122343308308	0.000155156235252	0.00101278195981
Human health effects caused by ionising radiation (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human health effects caused by ozone layer depletion (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (E.E))	271.157674818	284.906734735	98.1995867315	989.123443181	126.486276669	253.705565447	293.239683829	260.214741718	178.664029581	377.438182872	164.116202272	308.784795985	88.8670378127	297.922155315	213.048550557	141.908847939	459.747365128	255.085809499	281.278789353	235.85972464	91.0004278684	128.704390308	84.9017013445	271.163344117	191.09832874	124.5152524	267.743257179	280.692094866	294.182946287	75.6270898261	292.910597376	211.316401391	68.842500641	18.0751114639	65.0208749923	164.287175963	283.810842113	341.179340456	168.384373729	143.583582591	656.804786205	57.1080662667	134.829267184	49.8756302874	56.5867090203	77.7216659655	23.2594177937	91.1518196967
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (E.E)	316.223762866	345.810602648	192.27150896	496.263405583	218.234123731	288.509405296	369.815567986	341.457696856	264.220446176	410.034072679	232.544628439	447.938337137	153.800949007	456.371954423	237.157011381	202.843536916	527.661897954	235.995137361	266.65633334	304.499201289	224.754624347	203.500124677	128.237611003	281.792114009	283.047696059	215.242095868	334.826333269	512.80005986	269.910734899	104.2693921	470.247504876	260.527220088	83.8269803682	32.8087398169	114.696581085	203.316268644	560.523883628	274.037143002	156.197285624	242.522681643	509.651998263	51.9406900085	196.81412956	41.3508073906	69.1463986423	118.925923369	23.1379774723	102.632006834
Damage to Ecosystem Quality caused by land occupation (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by land conversion (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Resources caused by extraction of minerals (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Resources caused by extraction of fossil fuels (E.E)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carcinogenic effects on humans (I.I)	0.000145560256594	0.000159226591387	5.02694451173e-05	0.000650836292815	5.93366715116e-05	0.000140614586361	0.000147181605093	0.000133825232039	9.56016109888e-05	0.000203261929221	8.67674838222e-05	0.000179202123867	4.0283238443e-05	0.000158588087259	0.000115455262035	6.35051566004e-05	0.000256069602121	0.000111389594284	0.00018536598899	0.000123603884243	3.85385046284e-05	6.80486231975e-05	4.27501383746e-05	0.00014172562489	0.000100636596508	5.83041265103e-05	0.000150638709775	0.000152197406141	0.000180613580441	3.78939130989e-05	0.000165277412828	0.000115219451907	3.68412738322e-05	8.24437620305e-06	3.6309245472e-05	7.85154914607e-05	0.000149520097491	0.000202016967723	8.79975158635e-05	7.46669947364e-05	0.000384359459128	3.26177420218e-05	7.54870464302e-05	2.87918744958e-05	3.06299068788e-05	4.29331460259e-05	9.88452775276e-06	5.51472477775e-05
Respiratory effects on humans caused by organic substances (I.I)	5.26973580123e-05	5.07290266673e-05	3.13260351261e-05	4.19294125879e-05	4.32738861966e-05	4.66252635214e-05	7.01978589923e-05	5.70338891655e-05	4.5229162478e-05	6.36887716844e-05	4.53431946175e-05	6.95922282493e-05	3.16681814239e-05	5.39522802586e-05	4.5634677249e-05	4.35992968558e-05	9.84838100654e-05	5.63982350032e-05	3.68676556198e-05	5.30966170405e-05	3.42339211527e-05	4.13136509768e-05	2.07767233357e-05	4.49845592567e-05	6.02979571286e-05	3.15539302581e-05	4.62066804896e-05	6.22245468336e-05	3.83787347366e-05	1.87621524859e-05	5.6739521437e-05	3.95157025448e-05	2.11090203383e-05	1.34139086736e-05	2.43502351595e-05	2.3765010789e-05	6.15950779164e-05	4.2846771336e-05	2.20816405803e-05	3.80130887694e-05	7.60955837564e-05	1.89468180962e-05	2.65972498027e-05	1.28976733456e-05	1.67689120179e-05	1.70260990123e-05	2.11710328026e-05	1.43443979614e-05
Respiratory effects on humans caused by inorganic substances (I.I)	0.00935384960086	0.0067365310178	0.00639495225361	0.00854763757832	0.00735365107231	0.00666086245936	0.010864862735	0.0140528840816	0.00561876731303	0.0125690564413	0.00632256867284	0.00917676661984	0.00390011488225	0.00873564320905	0.00473645101389	0.00639507050593	0.0103836533822	0.0120164207436	0.0046824918812	0.00577994618179	0.0077491150657	0.00653004282659	0.00523587473749	0.00718030245151	0.00845852461814	0.00424310931785	0.00575786418958	0.00853516697863	0.00481500681014	0.00710454586411	0.00934849333883	0.0050362405969	0.00293175594176	0.00384291653718	0.00313285061108	0.0037845876481	0.0109258907844	0.00635344535998	0.00530707462387	0.00522624429674	0.0120551585553	0.00602507934058	0.00974223599942	0.00351669994525	0.00286455605196	0.00319782262653	0.00732592161429	0.00146776759153
Damages to human health caused by climate change (I.I)	0.00347721319351	0.00373444939947	0.00160921977417	0.00291214329426	0.00282335425403	0.00337831862705	0.0039458498002	0.00350771396906	0.00269252239076	0.00431586789058	0.00248885826415	0.00397033618706	0.00178969114877	0.004396219518	0.0028178496733	0.00196850035497	0.00605855216139	0.00196200662732	0.00243996247267	0.00362651372468	0.00215068243138	0.00210331415343	0.00141993010698	0.00278386789566	0.00317162710369	0.00253053616915	0.00350280905533	0.00502253414216	0.00283789731483	0.00105679167391	0.00432560225559	0.00308932488157	0.00058692356167	0.00028472967346	0.00109120986982	0.0022881718136	0.00542749572811	0.00317422549752	0.00141239208516	0.0025336241679	0.0037240171935	0.000392675315782	0.00146766172376	0.000287952749957	0.000585244217344	0.00117023242121	0.000148316212582	0.000966777639879
Human health effects caused by ionising radiation (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human health effects caused by ozone layer depletion (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by ecotoxic emissions (I.I)	38.8095290492	39.6845015227	13.7420700357	144.190136738	17.8920964246	36.2853689803	40.6831655403	35.7769656611	24.878821017	54.6771327525	23.2059070638	43.518217657	12.4690287248	41.4191751289	29.743771858	18.4557261072	64.0399317318	31.0088634041	39.3556568816	33.7956841681	13.0188439568	17.9967093905	11.7044899349	39.21153739	26.7495075199	17.2996898666	38.433361729	41.5003760479	42.3160226205	11.2678953951	43.0547108621	29.9135882334	10.1691798228	2.71928940368	9.28114101452	20.4301622352	41.0770299976	47.8514809292	22.9975163781	19.8742095344	94.2353620915	8.6893438972	20.3431359411	7.37188852042	7.53343026983	10.9574326814	3.69926008617	12.3091100606
Damage to Ecosystem Quality caused by the combined effect of acidification and eutrophication (I.I)	316.223762866	345.810602648	192.27150896	496.263405583	218.234123731	288.509405296	369.815567986	341.457696856	264.220446176	410.034072679	232.544628439	447.938337137	153.800949007	456.371954423	237.157011381	202.843536916	527.661897954	235.995137361	266.65633334	304.499201289	224.754624347	203.500124677	128.237611003	281.792114009	283.047696059	215.242095868	334.826333269	512.80005986	269.910734899	104.2693921	470.247504876	260.527220088	83.8269803682	32.8087398169	114.696581085	203.316268644	560.523883628	274.037143002	156.197285624	242.522681643	509.651998263	51.9406900085	196.81412956	41.3508073906	69.1463986423	118.925923369	23.1379774723	102.632006834
Damage to Ecosystem Quality caused by land occupation (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Ecosystem Quality caused by land conversion (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Damage to Resources caused by extraction of minerals (I.I)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
